year,sentence,key_word
2014,"""  Cette  libération  est  le  plus  beau  cadeau  de  fin  d'  année  .",cadeau
2014,"Pour  son  premier  long-métrage  ,  le  jeune  réalisateur  de  22  ans  s'  empare  d'  un  matériel  au  grand  potentiel  tragique  ,  cadeau  qui  peut  très  vite  se  révéler  empoisonné  ,  si  on  ne  le  manie  pas  avec  précaution  .",cadeau
2014,"""  C'  est  un  revirement  important  présenté  comme  un  cadeau  de  nouvel  an  et  surtout  un  cadeau  au  candidat  Patrick  Mennucci  ""  ,  a  estimé  cette  source  .",cadeau
2014,"Etat  aurait  été  bien  inspiré  de  faire  taire  l  ?  acharnement  de  Bruxelles  contre  la  SNCM  et  d  ?  avoir  une  vision  à  long  terme  plutôt  que  d  ?  agir  au  coup  par  coup  ""  ,  a  déclaré  le  maire  UMP  de  Marseille  ,  Jean-Claude  Gaudin  ,  évoquant  dans  un  communiqué  un  ""  cadeau  électoral  ""  du  Premier  ministre  à  son  adversaire  socialiste  aux  municipales  .",cadeau
2014,"Début  2012  ,  le  premier  ministre  de  l'  époque  Wen  Jiabao  avait  annoncé  vouloir  s'  attaquer  aux  dépenses  publiques  consacrées  aux  cigarettes  ,  à  l'  alcool  et  aux  cadeaux  .",cadeaux
2014,"Quand  les  enfants  vont  rentrer  de  vacances  ,  ils  découvriront  un  dernier  cadeau  de  Noël  :  dans  le  potager  de  l'  école  de  Janvry  ,  un  nouveau  pensionnaire  vient  tout  juste  de  prendre  ses  quartiers  ,  juste  à  côté  des  poules  :  un  ...  mouton  à  cinq  pattes  .",cadeau
2014,"En  guise  de  cadeau  ,  il  s'  est  offert  sa  meilleure  année  en  tant  que  jockey  d'  obstacle  .",cadeau
2014,Vous  n'  avez  donc  aucune  raison  de  passer  à  côté  de  ce  fantastique  cadeau  !,cadeau
2014,"La  visite  s'  est  achevée  par  un  échange  de  cadeaux  (  un  coffret  ,  une  rose  rouge  ou  blanche  et  un  diplôme  de  l'  école  contre  des  porte-clés  et  des  photos  dédicacées  )  .",cadeaux
2014,"De  passage  récemment  dans  le  Massachusetts  ,  la  star  américaine  avait  ravi  tous  les  clients  d'  un  supermarché  Walmart  de  la  ville  de  Tewksbury  en  leur  offrant  des  cartes  cadeaux  d'  une  valeur  de  50  dollars  .  Paul  Walker  ,  l'  acteur  de  Fast  &  Furious  décédé  dans  un  accident  de  voiture  le  30  novembre  dernier  ,  est  quatrième  de  ce  classement  .",cadeaux
2014,"L'  ailier  s'  est  offert  un  cadeau  d'  anniversaire  avant  l'  heure  (  il  fêtera  ses  26  printemps  lors  de  la  Saint-Sylvestre  )  en  égalisant  pour  Swansea  sur  la  pelouse  d'  Aston  Villa  ,  orphelin  de  Christian  Bentekeblessé  .",cadeau
2014,iTunes  -  Les  12  jours  de  cadeaux  N  °  7  :  un  jeu  vidéo  plein  de  couleurs  -  GAMERGEN,cadeaux
2014,"Les  liens  utiles  sont  disponibles  ci-dessous  et  nous  vous  donnons  rendez-vous  demain  ,  2  janvier  2014  ,  pour  découvrir  le  huitième  cadeau  .",cadeau
2014,"Des  dix  chansons  que  contient  ""  Le  cadeau  ""  ,  nouvel  album  de  Maxime  Le  Forestier  arrivé  au  printemps  2013  ,  c'  est  ""  Le  p  '  tit  air  ""  qui  a  été  envoyé  en  éclaireur  aux  radios  de  France  .",cadeau
2014,"Par  ailleurs  ,  le  ministère  du  travail  de  l'  Ontario  a  commencé  ,  mardi  à  Toronto  ,  à  remettre  des  cartes  cadeaux  offertes  par  des  épiceries  à  ceux  qui  ont  dû  jeter  de  la  nourriture  en  raison  des  pannes  .",cadeaux
2014,"Ce  cadeau  à  gagner  est  fait  pour  vous  ,  gratis  !",cadeau
2014,Le  cadeau  idéal  pour  enchainer  vos  sessions  d'  entrainement  au  rythme  de  vos  chansons  préférées  !  See  More,cadeau
2014,"Venu  délivrer  3.000  colis  alimentaires  aux  soldats  français  stationnés  au  Mali  ,  cadeau  des  entreprises  agroalimentaires  françaises  ,  le  ministre  de  la  Défense  est  revenu  ,  au  micro  de  RTL  ,  sur  les  interventions  françaises  dans  le  pays  et  en  Centrafrique  .",cadeau
2014,Les  Lucky  Bag  Apple  japonais  ont  cette  particularité  de  pouvoir  contenir  des  cadeaux  d'  autres  marques  que  celles  d'  Apple  (  même  si  bien  sûr  il  y  a  toujours  au  moins  un  produit  de  la  marque  pommée  )  .,cadeaux
2014,"C'  est  le  petit  cadeau  pour  la  nouvelle  année  ,  offert  par  la  résidence  Schmitt  ,  où  elle  fait  partie  des  76  pensionnaires  .",cadeau
2014,"C'  est  la  deuxième  fois  ,  après  2009  ,  que  le  chef  d'  orchestre  israélo-argentin  recevait  ce  qu'  il  appelle  ""  le  plus  beau  cadeau  pour  un  chef  d'  orchestre  ""  :  être  choisi  par  les  musiciens  du  Philharmonique  de  Vienne  pour  diriger  ce  concert  de  prestige  sous  les  ors  du  Musikverein  .",cadeau
2014,"Avec  la  crise  économique  qui  frappe  le  football  européen  ,  l'  heure  est  pourtant  plus  à  la  rigueur  qu'  aux  cadeaux  de  début  d'  année  pour  les  supporteurs  ,  souvent  amenés  à  prendre  leurs  vessies  pour  des  lanternes  .",cadeaux
2014,"L'  Allemand  Florian  Mayer  s'  est  offert  Andy  Murray  comme  cadeau  du  Nouvel  An  ,  mercredi  ,  au  tournoi  de  Doha  .",cadeau
2014,"L'  année  commence  très  bien  ,  c'  est  le  plus  beau  cadeau  ,  autant  pour  finir  l'  année  que  pour  la  commencer  .",cadeau
2014,"Pis  ,  pour  une  autre  dame  :  ""  Je  n'  ai  pas  pu  retirer  le  cadeau  de  Noël  que  j'  attendais  .",cadeau
2014,De  bien  maigres  cadeaux  comparés  aux  millions  de  dollars  qu'  injecte  l'  homme  d'  affaires  dans  le  sport  .,cadeaux
2014,"La  police  religieuse  a  notamment  demandé  aux  fleuristes  et  aux  vendeurs  de  cadeaux  de  ne  pas  vendre  de  roses  rouges  ,  d'  ours  en  peluche  ou  autres  choses  liées  à  cette  occasion  .",cadeaux
2014,Le  père  Noël  devra-t-il  un  jour  faire  appel  aux  rennes  européens  pour  sa  livraison  des  cadeaux  ?,cadeaux
2014,"Andy  Murray  n'  a  pas  fait  de  cadeau  à  Mousa  Zayed  ,  régional  de  l'  étape  ,  au  premier  tour  du  tournoi  ATP  de  Doha  ,  au  Qatar  .",cadeau
2014,"Pour  Noël  ,  ça  serait  un  beau  cadeau  de  savoir  que  j'  ai  fait  quelque  chose  d'  utile  .",cadeau
2014,Re  :  12  jours  de  cadeaux  iTunes  :  Jour  5,cadeaux
2014,Dissimulée  sous  les  petits  cadeaux  se  cachait  une  surprise  de  taille  dont  Apple  fait  présent  aujourd  '  hui  .,cadeaux
2014,"Hugo  ,  produit  et  réalisé  par  Martin  Scorsese  ,  est  le  cadeau  du  jour  .",cadeau
2014,"Alors  ne  perdez  plus  une  minute  ,  et  faites  votre  cadeau  en  réservant  les  places  :",cadeau
2014,"Les  conditions  d'  utilisation  pour  le  supporter  ,  destinataire  du  cadeau  ,  sont  très  simples  aussi  :",cadeau
2014,.  Le  supporter  règle  en  ligne  avec  son  chèque  cadeau ,cadeau
2014,Avec  un  beau  cadeau  puisqu  '  il  a  été  recruté  pour  participer  au  championnat  d'  Europe  des  rallyes  .,cadeau
2014,"Mais  veut-il  faire  un  cadeau  à  ceux  qui  désirent  promouvoir  le  Val  de  Dendre  ?  ""  Je  n'  en  sais  rien  .",cadeau
2014,"Cependant  ,  passer  cinq  mois  dans  des  conditions  extrêmement  pénibles  avec  les  yeux  bandés  ,  les  mains  menottées  ,  vivre  enterré  au  sous-sol  du  Darb  ,  torturé  ;  sans  pouvoir  communiquer  avec  un  autre  être  humain  ...  et  subir  la  torture  régulière  n'  est  pas  un  cadeau  .",cadeau
2014,Ce  shooting  est  un  cadeau  suite  à  l'  élection  de  Miss  Beloeil  .,cadeau
2014,"En  plus  ,  quid  du  ""  cadeau  fiscal  ""  de  163  millions  d'  euros  fait  par  le  gouvernement  fin  2011  à  Vivendi  suite  à.  ..  sa  fusion  avec  SFR  ?  .",cadeau
2014,Ce  sont  des  cadeaux  que  je  me  fais  et  j'  espère  économiser  60  $  sur  les  écouteurs  et  180  $  sur  le  rasoir  .,cadeaux
2014,"Samedi  midi  ,  ce  seront  560  cadeaux  qui  seront  distribués  à  530  enfants  par  le  père  Noël  et  ses  douze  lutins  ,  le  tout  découlant  de  la  générosité  populaire  .",cadeaux
2014,"En  ce  31  décembre  ,  nous  vous  offrons  un  petit  cadeau  :  notre  XV-type  de  l'  année  2013  .",cadeau
2014,"Pour  le  Nouvel  An  ,  Chris  Froome  a  reçu  un  petit  cadeau  :  la  nouvelle  combinaison  de  chrono  du  Team  Sky  pour  la  saison  2014  .",cadeau
2014,"Et  la  réouverture  totale  du  pont  a  été  offerte  comme  cadeau  aux  citoyens  ,  le  24  décembre  ,  soit  15  jours  après  l'  incendie  .",cadeau
2014,"Un  beau  cadeau  de  Noël  ,  d'  une  valeur  de  150  0  0  0  €  !",cadeau
2014,"(  Lac-Bouchette  )  Après  plus  de  sept  années  d'  attente  ,  Odette  Potvin  a  eu  droit  au  plus  beau  des  cadeaux  de  Noël  .",cadeaux
2014,"Aujourd  '  hui  ,  la  maman  profite  du  cadeau  qui  lui  a  été  offert  .",cadeau
2014,Quel  est  le  pire  cadeau  de  Noël  que  vous  ayez  jamais  reçu  ?,cadeau
2014,"La  rédaction  vous  raconte  ses  pires  souvenirs  de  cadeaux  ,  en  attendant  les  vôtres  .",cadeaux
2014,"""  Qui  ne  s'  est  jamais  senti  comme  Thierry  Lhermitte  dans  Le  père  Noël  est  une  ordure  face  à  un  cadeau  de  Noël  de  si  mauvais  goût  qu'  il  ne  sait  quelle  réaction  avoir  ?",cadeau
2014,"Entre  les  égoïstes  qui  offrent  avant  tout  les  cadeaux  qu'  ils  aimeraient  eux-mêmes  recevoir  ,  les  radins  qui  refusent  de  dépenser  plus  de  quelques  euros  pour  leur  entourage  et  les  étourdis  qui  ne  comprennent  pas  le  moindre  appel  du  pied  ,  difficile  parfois  de  se  réjouir  au  moment  du  grand  déballage  du  réveillon  .",cadeaux
2014,"J'  ouvre  le  cadeau  de  mon  frère  :  un  vêtement  hybride  ,  mi-robe  ,  mi-combi  en  matière  sweat-shirt  difficilement  identifiable  .",cadeau
2014,"Et  vous  ,  de  quel  cadeau  de  Noël  vous  seriez-vous  bien  passé  ?",cadeau
2014,A  lire  aussi  :  Test  Qu'  est  ce  que  vos  cadeaux  de  Noël  disent  de  vous  ?,cadeaux
2014,"À  la  veille  des  fêtes  ,  ce  n'  est  pas  nécessairement  le  cadeau  dont  on  rêve  au  pied  du  sapin  .",cadeau
2014,Mme  Coccinelle  a  fait  une  dernière  tournée  de  distribution  de  cadeaux  avec  Rêveurs  et  Rougette  .,cadeaux
2014,On  avait  un  petit  budget  de  5  $  par  cadeau  .,cadeau
2014,"J'  allais  magasiner  ,  j'  emballais  les  cadeaux  et  je  retournais  à  l'  Hôpital  pour  les  distribuer  ""  ,  raconte  la  résidente  du  secteur  Des  Rivières  .",cadeaux
2014,"Des  pilotes  d'  Air  Canada  amassaient  des  fonds  lors  du  festival  aérien  et  préparaient  des  cadeaux  pour  les  enfants  ""  ,  explique  Mme  Coccinelle  .",cadeaux
2014,"Encore  malmené  en  2  e  période  par  le  promu  qui  a  touché  la  barre  ,  United  a  eu  assez  de  ressources  pour  prendre  l'  avantage  en  profitant  d'  un  cadeau  de  Chester  ,  le  défenseur  formé  à  Old  Trafford  qui  a  trompé  son  propre  gardien  après  avoir  ouvert  la  marque  .",cadeau
2014,"Durant  la  messe  de  Noël  ,  leurs  trois  enfants  ,  Katia  ,  Miguel  et  Cabrel  trépigneront  quant  à  eux  sur  un  banc  ,  impatients  de  se  rendre  à  La  Broquerie  ,  chez  les  grands-parents  Gagnon  pour  déballer  les  cadeaux  .",cadeaux
2014,"Pour  les  cadeaux  ,  mis  à  part  ceux  livrés  par  le  père  Noël  ,  la  famille  a  également  fixé  quelques  règles  .",cadeaux
2014,"""  Chaque  Noël  ,  on  tire  le  nom  de  la  personne  pour  laquelle  on  offre  un  cadeau  l'  année  d'après  ,  raconte  Jocelyne  Gagnon  .",cadeau
2014,"Pour  chaque  adulte  ,  le  cadeau  est  de  40  $  maximum  et  de  20  $  pour  chaque  enfant  ""  ,  une  manière  de  couper  court  aux  jalousies  ,  tout  le  monde  est  logé  à  la  même  enseigne  .",cadeau
2014,"""  On  s'  assure  que  chacun  des  35  petits-enfants  reçoit  un  cadeau  du  père  Noël  ""  ,  raconte  Louis  Tétrault  .",cadeau
2014,"""  Côté  cadeaux  ,  c'  est  également  un  réel  investissement  que  Mélanie  entend  réaliser  pour  les  festivités  :  environ  550  $  ,  au  total  ,  pour  ses  deux  enfants  et  son  mari  .",cadeaux
2014,"Et  si  niveau  budget  ,  ""  c'  est  difficile  en  ce  moment  ""  ,  le  couple  dépensera  tout  de  même  300  $  pour  les  cadeaux  et  200  $  pour  les  décorations  .",cadeaux
2014,"Cette  augmentation  influe  par  conséquence  sur  le  nombre  des  enfants  qu'  il  faut  inclure  dans  la  distribution  des  repas  mais  aussi  ,  en  cette  fin  d'  année  ,  pour  les  cadeaux  du  père  Noël  .",cadeaux
2014,"""  Devant  cette  nouvelle  affluence  ,  nous  avons  dû  baisser  l'  âge  pour  offrir  des  cadeaux  car  le  budget  n'  est  pas  extensible  ""  ,  explique  Jean-Pierre  Desmyter  ,  responsable  de  l'  antenne  .",cadeaux
2014,"""  Ils  ont  également  décoré  la  pièce  dans  laquelle  les  cadeaux  vont  être  remis  ainsi  qu'  un  magnifique  chemin  ""  poursuivait  la  directrice  .",cadeaux
2014,"Une  centaine  d'  enfants  et  de  jeunes  de  trois  à  seize  ans  ont  participé  au  sympathique  goûter  après  le  spectacle  et  ont  reçu  les  cadeaux  de  l'  association  ""  Noël  heureux  avec  eux  ""  des  mains  des  princesses  ,  en  l'  occurrence  les  animatrices  Leslie  et  Amélie  et  la  petite  Jana  .",cadeaux
2014,"Outre  la  traditionnelle  coquille  et  les  boissons  chocolatées  ,  ce  sont  les  habitants  du  quartier  qui  s'  étaient  mobilisés  pour  offrir  des  cadeaux  aux  enfants  .",cadeaux
2014,"Parmi  ceux-ci  ,  Sofia  (  9  ans  )  s'  est  confiée  :  ""  ici  tout  le  monde  est  gentil  avec  nous  et  cela  fait  3  ans  que  je  viens  régulièrement  (  ...  )  on  va  se  régaler  et  en  plus  on  aura  des  cadeaux  ""  .",cadeaux
2014,"Durant  les  échanges  de  cadeaux  ,  on  reçoit  parfois  des  surprises  ,  comme  un  chandail  qui  n'  est  vraiment  pas  dans  nos  goûts  .",cadeaux
2014,Des  cadeaux  bien  cousus,cadeaux
2014,"À  quelques  semaines  de  Noël  ,  c'  est  la  course  aux  cadeaux  .",cadeaux
2014,Mais  une  initiative  du  Comité  culturel  de  Sainte-Anne  pourrait  permettre  à  certains  d'  économiser  de  l'  argent  tout  en  donnant  un  cadeau  très  original  .,cadeau
2014,"Pour  des  cadeaux  ,  on  met  sa  créativité  en  jeu  .",cadeaux
2014,"Pour  Noël  ,  il  y  aura  aussi  de  nombreux  cadeaux  qui  sortiront  de  ces  ateliers  de  couture  .",cadeaux
2014,Mais  aussi  les  bas  de  Noël  dans  lesquels  on  pourra  enfouir  de  nombreux  autres  cadeaux  .,cadeaux
