year,sentence,key_word
2014,"Dans  la  rue  de  Nedroma  ,  les  policiers  de  la  13  e  sûreté  urbaine  ont  arrêté  deux  individus  tenanciers  d'  un  dépôt  clandestin  et  saisi  prés  de  1500  bouteilles  de  bières  vins  et  liqueurs  d'  un  montant  d'  environ  280.000  DA  .",liqueurs
2014,"À  vous  ,  par  conséquent  ,  d'  apprécier  la  valeur  de  votre  service  à  liqueur  ou  de  votre  télescope  ,  pour  les  assurer  au  titre  de  votre  capital  mobilier  ,  garantie  distincte  de  celle  du  bris  de  glace  dans  votre  assurance  habitation  .",liqueur
2014,"La  rencontre  a  eu  lieu  en  2011  ,  autour  d'  un  verre  de  Cointreau  ,  une  liqueur  fabriquée  dans  la  région  d'  origine  d'  Eugène  C.  Trottier",liqueur
2014,"La  pâte  feuilletée  renferme  un  baba  au  sirop  d'  orange  à  la  liqueur  de  Grand  Marnier  et  poivre  cubèbe  ,  avec  une  couche  de  compotée  d'  oranges  et  de  tranches  d'  oranges  macérées  au  sirop  ,  ainsi  qu'  une  ganache  au  chocolat  noir  du  Pérou  .",liqueur
2014,Les  Gascons  aiment  bien  y  rajouter  une  cuillerée  d'  armagnac  ou  de  liqueur  d'  armagnac  à  la  vanille  .,liqueur
2014,"Ainsi  ,  les  démocrates  (  gauche  )  préfèreraient  les  alcools  clairs  et  notamment  la  vodka  (  Absolut  et  Grey  Goose  )  ,  tandis  que  les  républicains  seraient  amateurs  de  liqueurs  brunes  telles  que  le  whisky  (  Jim  Beam  ,  Canadian  Club  et  Crown  Royal  )  .",liqueurs
2014,"Enfin  ,  un  buveur  de  Jägermeister  (  liqueur  allemande  )  ou  un  consommateur  de  tequila  Don  Julio  serait  plutôt  jeune  et  aurait  peu  de  chance  de  se  rendre  aux  urnes  .",liqueur
2014,"Ce  faisant  ,  arguait  la  FTC  ,  les  trois  sociétés  contrôleraient  plus  de  75  %  du  segment  des  bouteilles  de  bière  et  de  liqueurs  fortes  utilisées  aux  Etats-Unis  .",liqueurs
2014,Vous  remarquerez  que  nos  voisins  américains  aiment  les  assiettes  qui  débordent  et  les  chaudières  de  liqueur  !,liqueur
2014,"La  plupart  des  mousseux  en  vente  dans  la  province  portent  la  mention  ""  brut  ""  ,  ce  qui  signifie  que  les  vignerons  ont  ajouté  une  liqueur  contenant  moins  de  12  g  de  sucre  à  leurs  cuvées  .",liqueur
2014,"Les  incidents  se  sont  produits  le  28  juin  dernier  ,  au  bar  la  Commission  des  liqueurs  de  Québec  .",liqueurs
2014,"La  fabrication  d'  un  tel  vin  nécessite  d'  associer  de  la  liqueur  bien  sûr  ,  mais  aussi  de  la  fraîcheur  .",liqueur
2014,"Suntory  ,  géant  du  whisky  nippon  (  Yamazaki  ,  Hakushu  ,  Hibiki  et  Kabukin  )  ,  est  aussi  propriétaire  de  petites  marques  d'  alcool  européennes  :  cognac  Louis  Royer  ,  crème  de  cassis  Lejay  Lagoute  et  liqueur  de  chocolat  Mozart  .",liqueur
2014,"L'  achat  de  Beam  réunira  les  marques  appartenant  à  Beam  ,  soit  les  bourbons  Jim  Beam  et  Maker  '  s  Mark  ,  le  cognac  Courvoisier  et  la  tequila  Sauza  ,  et  les  marques  Suntory  ,  soit  les  whiskys  japonais  Yamazaki  ,  Hakushu  ,  Hibiki  et  Kakubin  ,  le  scotch  whisky  Bowmore  et  la  liqueur  Midori  .",liqueur
2014,"Et  on  boit  le  sacro-saint  Fernet-Coca  ,  mélange  de  liqueur  italienne  et  du  soda  brun  de  l'  oncle  Sam  .",liqueur
2014,"Lors  d'  un  inventaire  chez  des  particuliers  ,  un  meuble  qui  faisait  office  de  bar  à  liqueurs  ,  était  un  coffre  japonais  ayant  appartenu  à  Mazarin  .",liqueurs
2014," Liqueurs  &  Spiritueux  -  L'  ensemble  de  la  division  réalise  un  chiffre  d'  affaires  en  hausse  organique  de  6,3  %  ,  sur  les  9  mois  de  l'  exercice  ,  reflétant  la  bonne  performance  des  marques  clés  de  la  division  .",liqueurs
2014,"Les  ventes  de  liqueurs  (  Cointreau  ,  Mount  Gay  )  sont  quant  à  elles  restées  stables  (  +  0,1  %  )  sur  le  trimestre  .",liqueurs
2014,La  division  liqueurs  et  spiritueux  affiche  elle  aussi  un  chiffre  d'  affaires  décevant  .,liqueurs
2014,"Les  ventes  de  liqueurs  et  spiritueux  restent  toutefois  dans  le  vert  et  ont  même  connu  une  augmentation  (  +  6,3  %  )  ,  poussées  par  un  excellent  premier  trimestre  (  +  13  %  )  .",liqueurs
2014,"'  Cette  progression  s'  explique  par  les  bonnes  performances  de  l'  activité  liqueurs  ,  particulièrement  en  Europe  ,  mais  aussi  au  Canada  ,  en  Asie  et  sur  le  Duty  Free  '  ,  explique  le  groupe  qui  distribue  aussi  les  vins  Lapostolle  et  Château  de  Sancerre  .",liqueurs
2014,"Le  public  ,  habitant  ou  non  la  commune  ,  est  invité  à  offrir  pâtisseries  ,  boissons  ,  liqueurs  maison  ,  paniers  ,  fruits  ,  paniers  garnis  ,  bouteilles  .",liqueurs
2014,"""  Exemple  ,  tu  sors  du  dépanneur  avec  un  deux  litres  de  liqueur  dans  les  mains  et  [  les  policiers  ]  t'  apostrophent  et  demandent  d'  où  tu  viens  .",liqueur
2014,"Du  vin  ,  une  douce  liqueur  pour  le  cœur",liqueur
2014,"Ajoutez  ,  hors  du  feu  ,  la  liqueur  .",liqueur
2014,"Hors  du  feu  ,  incorporez  la  crème  et  la  liqueur  .",liqueur
2014,"Ajouter  grand  Marnier  ,  fleur  d'  oranger  ,  liqueur  à  votre  pâte  .",liqueur
2014,"GERMAIN  ®  ,  liqueur  haut  de  gamme  à  base  de  fleurs  de  sureau  .",liqueur
2014,J'  ai  trouvé  un  protocole  pour  détecter  les  sucres  réducteurs  avec  de  la  liqueur  de  fehling  mais  cela  ne  permet  pas  de  mesurer  la  concentration  de  ces  sucres  .,liqueur
2014,"plus  forte  croissance  au  monde  ;  MARTINI  ®  ,  le  vermouth  numéro  un  au  monde  et  le  vin  mousseux  italien  le  plus  vendu  en  Italie  ;  CAZADORES  ®  100  %  agave  bleu  ,  l'  une  des  tequilas  haut  de  gamme  les  plus  populaires  au  Mexique  et  aux  États-Unis  ;  ainsi  que  d'  autres  marques  importantes  et  émergentes  comme  WILLIAM  LAWSON  '  S  ®  ,  le  scotch  whisky  dont  la  croissance  est  la  plus  rapide  au  monde  ;  ERISTOFF  ®  ,  l'  une  des  marques  de  vodka  connaissant  la  plus  forte  croissance  dans  le  monde  ;  et  ST-GERMAIN  ®  ,  une  liqueur  haut  de  gamme  faite  à  base  de  fleurs  de  sureau  .",liqueur
2014,"L'  eau-de-vie  est  une  liqueur  d'  alcool  ,  issue  de  productions  non  traitée  .",liqueur
2014,Celle-ci  est  le  plus  souvent  utilisée  en  mélange  pour  obtenir  des  liqueurs  et  des  apéritifs  .,liqueurs
2014,"Pour  le  moment  ,  les  dîneurs  se  contentent  de  liqueurs  douces  en  fontaine  et  d'  eau  .",liqueurs
2014,"Au  31  ,  rue  du  Régiment-de-Bigorre  ,  la  Maison  de  la  vodka  est  un  nouveau  commerce  spécialisé  dans  la  vente  de  spiritueux  rares  importés  (  vodkas  ,  eaux-de-vie  ,  rhums  ,  cognacs  ,  armagnacs  ,  tequilas  ,  aquavits  ,  gins  ,  absinthes  ,  genièvres  ,  saké  ,  liqueurs  et  whiskys  )  .",liqueurs
2014,"A  Sydney  ,  il  y  a  des  kangourous  ,  à  Pékin  la  Grande  muraille  ,  à  Londres  un  maire  fou  et  à  Séoul  ,  on  sirote  du  soju  ,  la  pire  liqueur  que  l'  humanité  ait  jamais  inventée  .",liqueur
2014,"La  femme  du  maire  de  Baltimore  ,  elle  ,  a  répondu  qu'  elle  aimait  ""  le  Chambord  ""  ,  une  liqueur  à  la  framboise  ,  à  moins  que  ce  ne  soit  ""  jambon  ""  ,  personne  n'  a  rien  entendu  .",liqueur
2014,"Un  alcool  de  la  marque  Ricard  y  est  enfermé  ,  par  exemple  la  vodka  Absolut  ,  le  pastis  Ricard  ,  les  Scotch  Whiskies  Ballantine  '  s  ,  Chivas  Regal  ,  Jameson  ,  le  cognac  Martell  ,  le  rhum  Havana  Club  ,  le  gin  Beefeater  ,  les  liqueurs  Kahlúa  et  Malibu  ...",liqueurs
2014,"La  page  Facebook  Neknominate  Ireland  ne  laisse  aucune  place  au  doute  :  trois  bouteilles  de  whisky  ,  de  vodka  et  de  Jägermeister  (  une  liqueur  allemande  )  côte  à  côte  ,  et  juste  en  dessous  :  un  adolescent  penché  sur  un  urinoir  ,  en  train  de  vomir  .",liqueur
2014,"Jusqu'  à  dimanche  soir  ,  une  cinquantaine  de  vignerons  de  Suisse  et  d'  Europe  font  déguster  leurs  liqueurs  à  l'  Event  center  Ramada  de  la  Praille  .",liqueurs
2014,"Aux  effluves  de  liqueur  se  mêlent  tantôt  des  odeurs  de  fromages  ,  de  charcuteries  ou  même  de  chocolat  .",liqueur
2014,"Voilà  le  secret  de  la  Suprême  Denoix  ,  une  liqueur  artisanale  fabriquée  par  les  arrière-petits-enfants  de  son  créateur  au  nom  prédestiné  :  Louis  Denoix  !",liqueur
2014,"Durant  la  suspension  de  la  production  ,  elle  a  survécu  grâce  à  la  production  de  la  très  populaire  liqueur  de  sapin  .",liqueur
